	Age_Estimate	Age_Std.Rrror	Age_Z_value	Age_Pvalue	Gender_Estimate	Gender_Std.Rrror	Gender_Z_value	Gender_Pvalue	Metabolite_Estimate	Metabolite_Std.Rrror	Metabolite_Z_value	Metabolite_Pvalue	BMI_Estimate	BMI_Std.Rrror	BMI_Z_value	BMI_Pvalue	Smoking_Estimate	Smoking_Std.Rrror	Smoking_Z_value	Smoking_Pvalue	DM_status_Estimate	DM_status_Std.Rrror	DM_status_Z_value	DM_status_Pvalue	Fasting_status_Estimate	Fasting_status_Std.Rrror	Fasting_status_Z_value	Fasting_status_Pvalue	Cohort_Estimate	Cohort_Std.Rrror	Cohort_Z_value	Cohort_Pvalue	N	Ndf	Ncases	Ncontrols
Leu	0.016410408	0.006908949	2.37523928	0.017537577	0.203667229	0.139035706	1.464855574	0.142960326	-0.009363811	0.071705388	-0.130587266	0.896101816	0.016342634	0.01672337	0.977233298	0.328453667	0.509789743	0.08750124	5.826085944	5.67E-09	0.65496113	0.22718899	2.882891157	0.003940436	-0.087028608	0.118767462	-0.732764733	0.463701934	0.259901265	0.203964564	1.274247151	0.20257584	1213	1201	346	867
XL.VLDL.TG_.	0.016340021	0.00689367	2.370293536	0.017773968	0.217750237	0.137136597	1.587834628	0.112323739	0.010721627	0.085090576	0.126002515	0.899729934	0.01522651	0.016552096	0.91991434	0.357617524	0.503333352	0.087528558	5.750504358	8.90E-09	0.62774536	0.224683356	2.793911263	0.005207477	-0.084584316	0.118300072	-0.714998009	0.474610274	0.265301949	0.204549826	1.297004028	0.194629801	1211	1199	345	866
L.LDL.CE_.	0.016132162	0.006864981	2.349920887	0.018777402	0.211949423	0.136778627	1.549579983	0.12124236	0.0090954	0.072229086	0.125924334	0.89979182	0.0158538	0.016341537	0.970153566	0.331969952	0.502567668	0.087297985	5.756921779	8.57E-09	0.629293172	0.225008324	2.796755076	0.005161865	-0.082792755	0.11775786	-0.703076252	0.482008231	0.273480237	0.204482073	1.337428916	0.181082671	1215	1203	346	869
M.LDL.PL	0.01618197	0.006859492	2.359062576	0.018321166	0.213618001	0.138382471	1.543678178	0.122666315	-0.008382167	0.070162136	-0.119468528	0.904904173	0.015813077	0.016324096	0.968695419	0.332697179	0.504986941	0.087381528	5.779104057	7.51E-09	0.624321499	0.224764972	2.777663672	0.005475126	-0.084368819	0.1178015	-0.716194783	0.473871084	0.26424579	0.208350709	1.268274019	0.204700112	1214	1202	346	868
IDL.P	0.016168613	0.00687324	2.352400622	0.018652673	0.215356623	0.139024594	1.549054141	0.121368706	-0.00838055	0.072196552	-0.116079637	0.907589427	0.015730435	0.016335245	0.962975118	0.33556001	0.502751454	0.087318303	5.757686926	8.53E-09	0.625387395	0.225062154	2.77873194	0.005457154	-0.083922309	0.117770691	-0.712590783	0.476099017	0.26337767	0.209787083	1.255452269	0.209314625	1215	1203	346	869
L.LDL.L	0.015839818	0.006883591	2.30109815	0.021386084	0.207625509	0.138704396	1.496892062	0.134421346	0.007924916	0.070781347	0.111963338	0.910852476	0.015729354	0.016344377	0.962371014	0.335863269	0.503620335	0.087315297	5.767836228	8.03E-09	0.626700867	0.225102607	2.784067565	0.005368185	-0.084013283	0.117674059	-0.713949053	0.475258683	0.277327632	0.209273745	1.325190753	0.185107892	1214	1202	346	868
XL.VLDL.CE	0.016356938	0.006866753	2.382048471	0.017216631	0.205910782	0.137008217	1.502908265	0.132862701	-0.00751297	0.069349313	-0.108335179	0.913729818	0.016307878	0.016705255	0.976212486	0.328959177	0.502290099	0.087394088	5.747415079	9.06E-09	0.626001719	0.224544095	2.787878792	0.005305439	-0.078787046	0.120252439	-0.655180438	0.512351588	0.2672518	0.202738367	1.318210284	0.187433264	1213	1201	345	868
L.VLDL.C	0.01635035	0.006867893	2.38069359	0.017280079	0.206145315	0.136934321	1.50543205	0.132213034	-0.006605688	0.068730138	-0.096110495	0.923432816	0.016304846	0.016800366	0.970505396	0.331794636	0.502418256	0.087427596	5.746678157	9.10E-09	0.626188044	0.224704185	2.786721768	0.005324417	-0.077951855	0.119263157	-0.653612207	0.513361678	0.267872455	0.20250375	1.322802446	0.185901084	1213	1201	345	868
L.LDL.PL	0.015911908	0.006873941	2.314815792	0.020623015	0.212444422	0.138867718	1.529833031	0.126058063	-0.0064442	0.0706876	-0.091164508	0.927361876	0.015593875	0.01634065	0.954299544	0.339932039	0.50397221	0.087310614	5.772175765	7.83E-09	0.623257082	0.225154054	2.768136178	0.005637789	-0.084625668	0.117720419	-0.718869914	0.472221075	0.266543792	0.209216202	1.274011239	0.202659433	1214	1202	346	868
FreeC	0.016155207	0.006871985	2.350879303	0.018729108	0.215614612	0.141185733	1.527169975	0.12671875	-0.006587083	0.072857585	-0.090410389	0.927961101	0.01569845	0.016359753	0.959577428	0.337267934	0.502675315	0.087312393	5.757204663	8.55E-09	0.625590668	0.225262907	2.777157924	0.005483653	-0.083743424	0.11774237	-0.711242893	0.476933733	0.264990142	0.209231865	1.26649037	0.205337575	1215	1203	346	869
M.VLDL.FC	0.01637642	0.006867994	2.384454562	0.01710446	0.207350806	0.136934816	1.514229993	0.129967517	0.006196908	0.068642607	0.090277872	0.928066404	0.015572353	0.016782412	0.927897202	0.353460896	0.501817863	0.087468948	5.737097268	9.63E-09	0.623615763	0.224923017	2.772574243	0.005561483	-0.075044741	0.118612588	-0.632687831	0.526937518	0.269002467	0.202434721	1.328835619	0.183902208	1213	1201	345	868
M.VLDL.TG	0.016332778	0.006871452	2.376903459	0.017458657	0.209227706	0.137367332	1.523125642	0.127727275	0.006176364	0.070810527	0.087223817	0.930493609	0.015541154	0.016842064	0.922758243	0.356133206	0.499602893	0.087459182	5.712412114	1.11E-08	0.625053071	0.225068058	2.777173612	0.005483388	-0.074831075	0.118486606	-0.631557247	0.527676231	0.267745739	0.202425884	1.322685292	0.185940057	1214	1202	345	869
S.LDL.PL	0.016165575	0.006860376	2.356368727	0.018454589	0.213253426	0.139192126	1.532079669	0.125502776	-0.005876479	0.06986671	-0.084109856	0.932969089	0.01580438	0.016325744	0.968064949	0.333011934	0.504939626	0.087401507	5.777241636	7.59E-09	0.624806042	0.224727438	2.780283737	0.005431142	-0.084153369	0.11777361	-0.714535019	0.47489641	0.266429033	0.207179926	1.285978995	0.198450392	1214	1202	346	868
VLDL.TG	0.016323543	0.006868637	2.376533007	0.017476198	0.20898695	0.13718616	1.523382162	0.127663122	0.005747284	0.069752998	0.08239479	0.934332779	0.015548531	0.016879751	0.921135051	0.356979922	0.499628093	0.08745702	5.712841463	1.11E-08	0.625245263	0.224971868	2.779215323	0.005449039	-0.074848601	0.118538667	-0.631427724	0.527760893	0.26814497	0.202357567	1.325104735	0.185136416	1214	1202	345	869
LA	0.015949984	0.006869774	2.321762654	0.020245719	0.21117714	0.140047174	1.507900048	0.13158011	-0.0054534	0.07100986	-0.076797785	0.938784413	0.015623468	0.016340081	0.956143857	0.33899956	0.506084738	0.087351127	5.793683006	6.89E-09	0.622354615	0.224794443	2.768549821	0.005630638	-0.085162815	0.117833189	-0.722740469	0.469839348	0.269168266	0.205159541	1.311994877	0.189521863	1213	1201	346	867
M.VLDL.L	0.01632201	0.006868535	2.376345038	0.017485104	0.208859412	0.137128495	1.523092716	0.127735511	0.005318703	0.07008373	0.075890699	0.939506057	0.015598573	0.016807908	0.928049641	0.35338182	0.499699532	0.087430591	5.715385474	1.09E-08	0.625523234	0.22481867	2.782345578	0.005396754	-0.074900131	0.118579861	-0.631642932	0.527620227	0.268570094	0.202410972	1.326855416	0.184556515	1214	1202	345	869
M.LDL.FC	0.016105946	0.00686545	2.345941912	0.018979065	0.210886073	0.138232572	1.525588869	0.127112286	0.005322186	0.070237461	0.075774186	0.939598754	0.015862524	0.016360629	0.969554627	0.332268538	0.502312057	0.087330434	5.75185572	8.83E-09	0.628451237	0.224974315	2.793435492	0.005215143	-0.083242773	0.11769805	-0.70725703	0.479406764	0.273256284	0.20748894	1.31696795	0.187849368	1215	1203	346	869
S.VLDL.FC_.	0.016080965	0.006884213	2.335919221	0.019495452	0.209445214	0.143470141	1.459852296	0.144330672	0.005550471	0.080881355	0.068624857	0.945288233	0.015961814	0.016521848	0.9661034	0.333992443	0.502509355	0.087292169	5.756637283	8.58E-09	0.628143366	0.224793973	2.794306967	0.005201108	-0.084695214	0.11910015	-0.711126012	0.477006152	0.272795464	0.207068861	1.317414232	0.187699813	1215	1203	346	869
XXL.VLDL.FC	0.016357503	0.006871947	2.380330317	0.017297125	0.203365827	0.13680496	1.486538409	0.137136765	-0.004257218	0.069303219	-0.061428865	0.951017665	0.016524474	0.016759906	0.985952683	0.324156333	0.508551809	0.087500663	5.811976615	6.17E-09	0.644985915	0.225389616	2.861648759	0.004214437	-0.096214509	0.120801537	-0.796467585	0.425760309	0.270809672	0.202573322	1.336847663	0.181272367	1212	1200	346	866
M.VLDL.C	0.016364845	0.006866837	2.383170716	0.017164232	0.206871998	0.136795427	1.512272764	0.130464487	0.003857126	0.069163017	0.055768615	0.955526137	0.015736899	0.016662969	0.944423464	0.344953296	0.502044396	0.087412016	5.743425435	9.28E-09	0.6245585	0.224532887	2.781590302	0.005409328	-0.075416272	0.118791743	-0.634861228	0.525518926	0.269770381	0.203520241	1.325521131	0.184998365	1213	1201	345	868
XXL.VLDL.PL	0.016358261	0.006873086	2.380045923	0.017310481	0.20343819	0.136800994	1.487110469	0.136985637	-0.003676106	0.06943362	-0.052944185	0.957776379	0.016486547	0.016735361	0.985132403	0.324559039	0.508515436	0.087493075	5.812064962	6.17E-09	0.644758718	0.225311012	2.861638724	0.00421457	-0.096021843	0.120852642	-0.794536559	0.426883134	0.270671483	0.202538248	1.33639688	0.181419586	1212	1200	346	866
XXL.VLDL.C	0.016291583	0.006865363	2.373011209	0.017643728	0.208814791	0.136707886	1.527452423	0.126648549	-0.003638116	0.068949277	-0.052765105	0.957919065	0.016061359	0.01667447	0.963230535	0.335431845	0.508908295	0.087469102	5.818149275	5.95E-09	0.64644844	0.225227469	2.87020248	0.00410209	-0.086067886	0.120625051	-0.713515847	0.475526611	0.268803133	0.202877386	1.324953652	0.185186524	1213	1201	346	867
Ala	0.01608051	0.006901027	2.330161976	0.019797592	0.212438389	0.136721724	1.553801268	0.120231828	0.003732348	0.072040961	0.051808694	0.958681128	0.015705963	0.016409794	0.957109082	0.3385122	0.502567915	0.087299023	5.756856152	8.57E-09	0.626119175	0.225639582	2.774864097	0.005522478	-0.082707207	0.118539653	-0.697717642	0.485353793	0.271691785	0.205700148	1.320814726	0.186563148	1215	1203	346	869
XL.VLDL.C_.	0.016154301	0.006887021	2.345615133	0.018995711	0.223109681	0.13711726	1.627145126	0.103706279	0.004267312	0.082612818	0.051654359	0.958804105	0.015080766	0.01667982	0.904132384	0.365925209	0.505796716	0.087588483	5.774694314	7.71E-09	0.601062009	0.226108584	2.658289211	0.007853846	-0.090179865	0.119368738	-0.755473056	0.449965193	0.27402443	0.206386903	1.327721991	0.184269966	1209	1197	344	865
XXL.VLDL.CE	0.016178758	0.006862266	2.357640818	0.018391478	0.211033721	0.136700605	1.543765812	0.122645076	-0.003600315	0.069759036	-0.051610732	0.958838868	0.015963264	0.016587164	0.962386561	0.335855462	0.504670067	0.087338668	5.778311909	7.55E-09	0.625862966	0.224460572	2.788298014	0.005298578	-0.085105241	0.120399695	-0.706855951	0.479656	0.268897768	0.203845087	1.319128029	0.187126314	1214	1202	346	868
MUFA	0.016292411	0.006866201	2.372842075	0.017651809	0.20778451	0.13833898	1.50199539	0.133098299	0.00356963	0.070282864	0.050789473	0.959493279	0.015723176	0.016626851	0.945649631	0.344327321	0.50861309	0.087630166	5.804086796	6.47E-09	0.646551847	0.225291528	2.869845363	0.004106726	-0.084000745	0.118476989	-0.709004722	0.478321547	0.270599725	0.203764504	1.328002275	0.184177356	1213	1201	346	867
XS.VLDL.CE	0.016147055	0.006887846	2.344282237	0.019063739	0.213490184	0.138569574	1.540671429	0.123396774	-0.003570672	0.076061945	-0.046944264	0.962557649	0.015787096	0.016328803	0.966825079	0.333631485	0.502486018	0.087292729	5.756332988	8.60E-09	0.626632097	0.224918399	2.786041965	0.005335596	-0.083751058	0.117870513	-0.710534432	0.477372787	0.266836039	0.211927368	1.259091932	0.207997128	1215	1203	346	869
IDL.FC	0.016134842	0.00687657	2.346350454	0.018958272	0.213394501	0.139416213	1.530629016	0.125861106	-0.002538551	0.071875373	-0.035318789	0.971825542	0.015730883	0.01641343	0.958415305	0.337853381	0.502536025	0.087296435	5.756661519	8.58E-09	0.626558672	0.225471019	2.77888783	0.005454536	-0.083488492	0.117692964	-0.709375385	0.478091559	0.267934547	0.209078404	1.281502735	0.20001714	1215	1203	346	869
VLDL.D	0.016106245	0.006880127	2.34098066	0.019233163	0.211900794	0.138400834	1.531065873	0.125753113	-0.0018592	0.075441652	-0.024644212	0.980338754	0.015899649	0.016931444	0.939060458	0.347699705	0.502578708	0.087343454	5.754051232	8.71E-09	0.627707533	0.22503659	2.789357643	0.005281271	-0.083836074	0.118763909	-0.705905313	0.480247023	0.27041797	0.203989567	1.325646084	0.184956954	1215	1203	346	869
L.VLDL.C_.	0.015717592	0.006880129	2.284491021	0.02234269	0.220443251	0.136953339	1.609623048	0.107480173	-0.001691091	0.085365375	-0.019810036	0.984194912	0.0154784	0.016415818	0.942895461	0.345734377	0.499865133	0.087510797	5.712039572	1.12E-08	0.596443596	0.226160897	2.637253403	0.008358037	-0.092697692	0.11907174	-0.778502882	0.436272608	0.27206427	0.208608658	1.304184943	0.192170533	1210	1198	345	865
L.LDL.FC	0.01611235	0.006871743	2.344725472	0.019041094	0.212014817	0.13884677	1.526969751	0.126768533	0.001219924	0.070976009	0.017187838	0.986286765	0.015814557	0.016395971	0.964539209	0.334775661	0.50248501	0.087301093	5.755769973	8.62E-09	0.627659026	0.225376692	2.78493317	0.005353876	-0.083414196	0.11769011	-0.708761306	0.478472614	0.270669504	0.208779748	1.296435627	0.194825444	1215	1203	346	869
L.LDL.C_.	0.016087959	0.006862019	2.344493706	0.019052932	0.211168336	0.136825907	1.543335908	0.122749296	0.001033935	0.071567604	0.014446966	0.988473389	0.015902913	0.016469118	0.965620203	0.334234262	0.501531439	0.087366166	5.740568233	9.44E-09	0.626629417	0.225587811	2.777762739	0.005473457	-0.083689156	0.117680818	-0.711153757	0.476988961	0.270270677	0.204026691	1.324682942	0.185276333	1214	1202	346	868
XL.VLDL.FC	0.016371809	0.006870438	2.382935109	0.017175222	0.203424243	0.136804358	1.486971945	0.137022221	-0.000633863	0.068821968	-0.009210189	0.992651437	0.016325696	0.016719159	0.976466345	0.328833418	0.508444798	0.087491859	5.811338377	6.20E-09	0.644574719	0.225346361	2.860373316	0.004231426	-0.094944395	0.120759789	-0.786225242	0.43173554	0.270491573	0.202535117	1.33552925	0.181703189	1212	1200	346	866
TotFA	0.016294662	0.006865415	2.373441833	0.017623169	0.208703664	0.139853507	1.492301965	0.135620002	0.000376406	0.070438034	0.00534379	0.995736293	0.015873637	0.016409285	0.96735703	0.333365583	0.508867132	0.08752599	5.813897439	6.10E-09	0.646362492	0.225378008	2.867904004	0.004132009	-0.084610182	0.118509155	-0.713954813	0.475255121	0.269596639	0.20430521	1.319577892	0.186975988	1213	1201	346	867
L.VLDL.CE	0.016366178	0.006867335	2.383192143	0.017163233	0.206807826	0.136977361	1.509795664	0.131095572	0.000350921	0.069895526	0.00502065	0.995994118	0.015903687	0.016749184	0.949520128	0.34235614	0.502153343	0.087401423	5.745368076	9.17E-09	0.624938654	0.224625985	2.782129832	0.005400343	-0.076143379	0.119265173	-0.638437672	0.523188815	0.268651364	0.203040871	1.323139339	0.185789044	1213	1201	345	868
M.VLDL.CE	0.016365095	0.006867409	2.383008521	0.017171797	0.206760667	0.136801737	1.511389192	0.130689321	0.000308543	0.069130005	0.004463235	0.996438866	0.015910538	0.016543357	0.961747843	0.336176284	0.502158775	0.087388553	5.74627636	9.12E-09	0.624984745	0.22438977	2.785263978	0.005348416	-0.076165951	0.118873465	-0.640731312	0.521697267	0.268720065	0.205189258	1.309620528	0.19032424	1213	1201	345	868
M.VLDL.P	0.016310479	0.006868801	2.374574163	0.017569206	0.208110082	0.137087179	1.518085664	0.128992805	-0.000261533	0.06983286	-0.003745133	0.997011823	0.015914752	0.016773644	0.948795117	0.342724826	0.500019262	0.087442272	5.718278448	1.08E-08	0.626619244	0.224892819	2.786301705	0.005331323	-0.07592432	0.118635264	-0.639981045	0.522184923	0.268202318	0.202362486	1.325355918	0.185053131	1214	1202	345	869
M.VLDL.PL	0.016311406	0.00686774	2.37507619	0.017545328	0.208159539	0.137016971	1.519224498	0.128705997	0.000146655	0.069477343	0.002110832	0.998315801	0.015892301	0.016770458	0.947636677	0.343314448	0.49999448	0.087441607	5.718038584	1.08E-08	0.626534266	0.224785132	2.787258478	0.005315606	-0.075847504	0.118607668	-0.639482292	0.52250923	0.268224094	0.20247561	1.324722984	0.185263047	1214	1202	345	869
